Review ID,Review,Overall sentiment (Annotator),Explicit Aspect,Implicit Aspect phrase,Category,Explicit Opinion ,Implicit Opinion  phrase,Sentiment towards aspect
168,"Great location, with amazing sea view. The pool is awesome for the kids. We were able to accommodate a family of 4 because the sofas are sofa beds and they brought us extra blankets and pillows. The staff was really friendly and everything was clean.",Positive,location,-,Location,Great,,Positive
168,"Great location, with amazing sea view. The pool is awesome for the kids. We were able to accommodate a family of 4 because the sofas are sofa beds and they brought us extra blankets and pillows. The staff was really friendly and everything was clean.",Positive,null,-,Room,null,were able to accommodate a family of 4,Positive
169,"We wish that the haram view was more nice and that the wifi worked faster. Also, there should be complimentary water as opposed to having to pay for it.",Negative,complimentary water,-,Room services,null,should be,Negative
169,"We wish that the haram view was more nice and that the wifi worked faster. Also, there should be complimentary water as opposed to having to pay for it.",Negative,haram view,-,General,null,We wish more nice,Nuetral 
169,"We wish that the haram view was more nice and that the wifi worked faster. Also, there should be complimentary water as opposed to having to pay for it.",Negative,wifi,-,Engineering,null,We wish worked faster,Nuetral 
170,Reception and welcoming .. Location and accessibility to Haram.. Cleanliness and room services.. The view!,Positive,accessibility ,-,General,null,,Positive
170,Reception and welcoming .. Location and accessibility to Haram.. Cleanliness and room services.. The view!,Positive,Cleanliness ,-,Housekeeping,null,,Positive
170,Reception and welcoming .. Location and accessibility to Haram.. Cleanliness and room services.. The view!,Positive,Location ,-,Location,null,,Positive
170,Reception and welcoming .. Location and accessibility to Haram.. Cleanliness and room services.. The view!,Positive,null,welcoming ,Human Resources ,null,,Positive
170,Reception and welcoming .. Location and accessibility to Haram.. Cleanliness and room services.. The view!,Positive,Reception ,-,Front office,null,,Positive
170,Reception and welcoming .. Location and accessibility to Haram.. Cleanliness and room services.. The view!,Positive,room services,-,Room services,null,,Positive
170,Reception and welcoming .. Location and accessibility to Haram.. Cleanliness and room services.. The view!,Positive,view,-,General,null,,Positive
171,"Hotel facilities were excellent, close to Masjid Nabwi and cleanliness keeping in view current COVID situation was done. The staff at Reception was cooperative especially Ms. Reem exceptionally stands out. She called us two times if we were comfortable or needed anything. Saja Al Madinah management should encourage and motivate such staff. Her behavior with the guests was an added value to the hotel image.",Positive,null,-,Location,close to ,,Positive
171,"Hotel facilities were excellent, close to Masjid Nabwi and cleanliness keeping in view current COVID situation was done. The staff at Reception was cooperative especially Ms. Reem exceptionally stands out. She called us two times if we were comfortable or needed anything. Saja Al Madinah management should encourage and motivate such staff. Her behavior with the guests was an added value to the hotel image.",Positive,staff ,-,Human Resources ,cooperative ,,Positive
171,"Hotel facilities were excellent, close to Masjid Nabwi and cleanliness keeping in view current COVID situation was done. The staff at Reception was cooperative especially Ms. Reem exceptionally stands out. She called us two times if we were comfortable or needed anything. Saja Al Madinah management should encourage and motivate such staff. Her behavior with the guests was an added value to the hotel image.",Positive,facilities ,-,General,excellent,,Positive
171,"Hotel facilities were excellent, close to Masjid Nabwi and cleanliness keeping in view current COVID situation was done. The staff at Reception was cooperative especially Ms. Reem exceptionally stands out. She called us two times if we were comfortable or needed anything. Saja Al Madinah management should encourage and motivate such staff. Her behavior with the guests was an added value to the hotel image.",Positive,,Her behavior,Human Resources ,,added value to the hotel image.,Positive
171,"Hotel facilities were excellent, close to Masjid Nabwi and cleanliness keeping in view current COVID situation was done. The staff at Reception was cooperative especially Ms. Reem exceptionally stands out. She called us two times if we were comfortable or needed anything. Saja Al Madinah management should encourage and motivate such staff. Her behavior with the guests was an added value to the hotel image.",Positive,,Ms. Reem ,Human Resources ,, exceptionally stands out,Positive
171,"Hotel facilities were excellent, close to Masjid Nabwi and cleanliness keeping in view current COVID situation was done. The staff at Reception was cooperative especially Ms. Reem exceptionally stands out. She called us two times if we were comfortable or needed anything. Saja Al Madinah management should encourage and motivate such staff. Her behavior with the guests was an added value to the hotel image.",Positive,cleanliness ,-,Housekeeping,,,Positive
172,i did not like our suite the first night as the pool room windows were covered and we could not enjoy the view. loved the suite upstairs with the balcony second night.,Nuetral ,suite ,-,Room,, did not like,Negative
172,i did not like our suite the first night as the pool room windows were covered and we could not enjoy the view. loved the suite upstairs with the balcony second night.,Nuetral ,view,-,General,,could not enjoy,Negative
172,i did not like our suite the first night as the pool room windows were covered and we could not enjoy the view. loved the suite upstairs with the balcony second night.,Nuetral ,suite upstairs ,-,Room,,loved ,Positive
173,"The hotel looks old. Got room with rear view. Next to other building. That's mean no nice view. Toilet could be better. The mosaic in the toilet and room interior design is outdated. The mattress quite hard. However,  we lovebto stay again the future because if the affordable rate per night.",Nuetral ,null,,Value,affordable ,,Positive
